FULL_DATE,DATE,DAY,MONTH,YEAR,HOUR,WEEKDAY,WEEKEND,O3,NO2,NOX,PM10,PM10_Q,QUALITY,RANGE
2022-01-02 16:00:00,02/01/2022,2,1,2022,16,7,Weekend,56,17,27,24,Razonablemente buena,GOOD,6-18
2022-01-02 17:00:00,02/01/2022,2,1,2022,17,7,Weekend,43,20,31,25,Razonablemente buena,GOOD,6-18
2022-01-02 18:00:00,02/01/2022,2,1,2022,18,7,Weekend,9,36,59,27,Razonablemente buena,GOOD,6-18
2022-01-02 19:00:00,02/01/2022,2,1,2022,19,7,Weekend,7,32,57,40,Razonablemente buena,GOOD,19-5
2022-01-02 20:00:00,02/01/2022,2,1,2022,20,7,Weekend,8,28,47,51,Desfavorable,BAD,19-5
2022-01-02 21:00:00,02/01/2022,2,1,2022,21,7,Weekend,5,29,49,55,Desfavorable,BAD,19-5
2022-01-02 22:00:00,02/01/2022,2,1,2022,22,7,Weekend,2,25,47,64,Desfavorable,BAD,19-5
2022-01-02 23:00:00,02/01/2022,2,1,2022,23,7,Weekend,2,26,49,67,Desfavorable,BAD,19-5
2022-01-03 00:00:00,03/01/2022,3,1,2022,0,1,Weekday,2,23,55,75,Desfavorable,BAD,19-5
2022-01-03 01:00:00,03/01/2022,3,1,2022,1,1,Weekday,2,23,45,63,Desfavorable,BAD,19-5
2022-01-03 02:00:00,03/01/2022,3,1,2022,2,1,Weekday,2,21,40,58,Desfavorable,BAD,19-5
2022-01-03 03:00:00,03/01/2022,3,1,2022,3,1,Weekday,2,19,35,54,Desfavorable,BAD,19-5
2022-01-03 04:00:00,03/01/2022,3,1,2022,4,1,Weekday,2,17,31,47,Regular,GOOD,19-5
2022-01-03 05:00:00,03/01/2022,3,1,2022,5,1,Weekday,2,16,28,41,Regular,GOOD,19-5
2022-01-03 06:00:00,03/01/2022,3,1,2022,6,1,Weekday,2,16,33,37,Razonablemente buena,GOOD,6-18
2022-01-03 07:00:00,03/01/2022,3,1,2022,7,1,Weekday,2,20,60,38,Razonablemente buena,GOOD,6-18
2022-01-03 08:00:00,03/01/2022,3,1,2022,8,1,Weekday,2,22,92,38,Razonablemente buena,GOOD,6-18
2022-01-03 09:00:00,03/01/2022,3,1,2022,9,1,Weekday,2,25,121,39,Razonablemente buena,GOOD,6-18
2022-01-03 10:00:00,03/01/2022,3,1,2022,10,1,Weekday,2,25,126,39,Razonablemente buena,GOOD,6-18
2022-01-03 11:00:00,03/01/2022,3,1,2022,11,1,Weekday,2,26,98,31,Razonablemente buena,GOOD,6-18
2022-01-03 12:00:00,03/01/2022,3,1,2022,12,1,Weekday,7,22,56,25,Razonablemente buena,GOOD,6-18
2022-01-03 13:00:00,03/01/2022,3,1,2022,13,1,Weekday,16,23,48,26,Razonablemente buena,GOOD,6-18
2022-01-03 14:00:00,03/01/2022,3,1,2022,14,1,Weekday,27,20,37,23,Razonablemente buena,GOOD,6-18
2022-01-03 15:00:00,03/01/2022,3,1,2022,15,1,Weekday,34,20,36,22,Razonablemente buena,GOOD,6-18
2022-01-03 16:00:00,03/01/2022,3,1,2022,16,1,Weekday,44,19,32,24,Razonablemente buena,GOOD,6-18
2022-01-03 17:00:00,03/01/2022,3,1,2022,17,1,Weekday,39,25,38,25,Razonablemente buena,GOOD,6-18
2022-01-03 18:00:00,03/01/2022,3,1,2022,18,1,Weekday,10,45,111,28,Razonablemente buena,GOOD,6-18
2022-01-03 19:00:00,03/01/2022,3,1,2022,19,1,Weekday,2,52,175,33,Razonablemente buena,GOOD,19-5
2022-01-03 20:00:00,03/01/2022,3,1,2022,20,1,Weekday,2,36,73,44,Regular,GOOD,19-5
2022-01-03 21:00:00,03/01/2022,3,1,2022,21,1,Weekday,2,34,65,56,Desfavorable,BAD,19-5
2022-01-03 22:00:00,03/01/2022,3,1,2022,22,1,Weekday,2,30,63,65,Desfavorable,BAD,19-5
2022-01-03 23:00:00,03/01/2022,3,1,2022,23,1,Weekday,2,25,47,65,Desfavorable,BAD,19-5
2022-01-04 00:00:00,04/01/2022,4,1,2022,0,2,Weekday,2,23,41,64,Desfavorable,BAD,19-5
2022-01-04 01:00:00,04/01/2022,4,1,2022,1,2,Weekday,2,21,36,56,Desfavorable,BAD,19-5
2022-01-04 02:00:00,04/01/2022,4,1,2022,2,2,Weekday,2,19,32,48,Regular,GOOD,19-5
2022-01-04 03:00:00,04/01/2022,4,1,2022,3,2,Weekday,2,18,31,43,Regular,GOOD,19-5
2022-01-04 04:00:00,04/01/2022,4,1,2022,4,2,Weekday,2,18,29,39,Razonablemente buena,GOOD,19-5
2022-01-04 05:00:00,04/01/2022,4,1,2022,5,2,Weekday,2,18,30,35,Razonablemente buena,GOOD,19-5
2022-01-04 06:00:00,04/01/2022,4,1,2022,6,2,Weekday,2,19,39,28,Razonablemente buena,GOOD,6-18
2022-01-04 07:00:00,04/01/2022,4,1,2022,7,2,Weekday,2,21,55,29,Razonablemente buena,GOOD,6-18
2022-01-04 08:00:00,04/01/2022,4,1,2022,8,2,Weekday,2,24,86,32,Razonablemente buena,GOOD,6-18
2022-01-04 09:00:00,04/01/2022,4,1,2022,9,2,Weekday,2,25,99,37,Razonablemente buena,GOOD,6-18
2022-01-04 10:00:00,04/01/2022,4,1,2022,10,2,Weekday,2,26,92,32,Razonablemente buena,GOOD,6-18
2022-01-04 11:00:00,04/01/2022,4,1,2022,11,2,Weekday,4,28,84,30,Razonablemente buena,GOOD,6-18
2022-01-04 12:00:00,04/01/2022,4,1,2022,12,2,Weekday,9,28,73,29,Razonablemente buena,GOOD,6-18
2022-01-04 13:00:00,04/01/2022,4,1,2022,13,2,Weekday,22,22,50,24,Razonablemente buena,GOOD,6-18
2022-01-04 14:00:00,04/01/2022,4,1,2022,14,2,Weekday,33,21,42,24,Razonablemente buena,GOOD,6-18
2022-01-04 15:00:00,04/01/2022,4,1,2022,15,2,Weekday,46,20,35,23,Razonablemente buena,GOOD,6-18
2022-01-04 16:00:00,04/01/2022,4,1,2022,16,2,Weekday,40,22,38,21,Razonablemente buena,GOOD,6-18
2022-01-04 17:00:00,04/01/2022,4,1,2022,17,2,Weekday,38,23,41,30,Razonablemente buena,GOOD,6-18
2022-01-04 18:00:00,04/01/2022,4,1,2022,18,2,Weekday,35,22,39,36,Razonablemente buena,GOOD,6-18
2022-01-04 19:00:00,04/01/2022,4,1,2022,19,2,Weekday,18,30,53,44,Regular,GOOD,19-5
2022-01-04 20:00:00,04/01/2022,4,1,2022,20,2,Weekday,9,32,59,52,Desfavorable,BAD,19-5
2022-01-04 21:00:00,04/01/2022,4,1,2022,21,2,Weekday,3,34,65,48,Regular,GOOD,19-5
2022-01-04 22:00:00,04/01/2022,4,1,2022,22,2,Weekday,38,20,34,25,Razonablemente buena,GOOD,19-5
2022-01-04 23:00:00,04/01/2022,4,1,2022,23,2,Weekday,59,15,25,18,Buena,GOOD,19-5
2022-01-05 00:00:00,05/01/2022,5,1,2022,0,3,Weekday,80,12,19,16,Buena,GOOD,19-5
2022-01-05 01:00:00,05/01/2022,5,1,2022,1,3,Weekday,84,8,15,15,Buena,GOOD,19-5
2022-01-05 02:00:00,05/01/2022,5,1,2022,2,3,Weekday,83,8,14,14,Buena,GOOD,19-5
2022-01-05 03:00:00,05/01/2022,5,1,2022,3,3,Weekday,85,7,13,14,Buena,GOOD,19-5
2022-01-05 04:00:00,05/01/2022,5,1,2022,4,3,Weekday,85,6,12,14,Buena,GOOD,19-5
2022-01-05 05:00:00,05/01/2022,5,1,2022,5,3,Weekday,79,8,13,13,Buena,GOOD,19-5
2022-01-05 06:00:00,05/01/2022,5,1,2022,6,3,Weekday,68,11,18,11,Buena,GOOD,6-18
2022-01-05 07:00:00,05/01/2022,5,1,2022,7,3,Weekday,62,13,22,12,Buena,GOOD,6-18
2022-01-05 08:00:00,05/01/2022,5,1,2022,8,3,Weekday,37,24,39,13,Buena,GOOD,6-18
2022-01-05 09:00:00,05/01/2022,5,1,2022,9,3,Weekday,35,26,43,13,Buena,GOOD,6-18
2022-01-05 10:00:00,05/01/2022,5,1,2022,10,3,Weekday,36,25,42,13,Buena,GOOD,6-18
2022-01-05 11:00:00,05/01/2022,5,1,2022,11,3,Weekday,47,20,35,14,Buena,GOOD,6-18
2022-01-05 12:00:00,05/01/2022,5,1,2022,12,3,Weekday,63,14,27,13,Buena,GOOD,6-18
2022-01-05 13:00:00,05/01/2022,5,1,2022,13,3,Weekday,68,14,26,13,Buena,GOOD,6-18
2022-01-05 14:00:00,05/01/2022,5,1,2022,14,3,Weekday,66,14,27,13,Buena,GOOD,6-18
2022-01-05 15:00:00,05/01/2022,5,1,2022,15,3,Weekday,67,13,25,12,Buena,GOOD,6-18
2022-01-05 16:00:00,05/01/2022,5,1,2022,16,3,Weekday,66,13,25,13,Buena,GOOD,6-18
2022-01-05 17:00:00,05/01/2022,5,1,2022,17,3,Weekday,63,14,26,13,Buena,GOOD,6-18
2022-01-05 18:00:00,05/01/2022,5,1,2022,18,3,Weekday,57,17,30,12,Buena,GOOD,6-18
2022-01-05 19:00:00,05/01/2022,5,1,2022,19,3,Weekday,38,24,40,10,Buena,GOOD,19-5
2022-01-05 20:00:00,05/01/2022,5,1,2022,20,3,Weekday,24,31,52,13,Buena,GOOD,19-5
2022-01-05 21:00:00,05/01/2022,5,1,2022,21,3,Weekday,38,23,38,13,Buena,GOOD,19-5
2022-01-05 22:00:00,05/01/2022,5,1,2022,22,3,Weekday,36,26,39,12,Buena,GOOD,19-5
2022-01-05 23:00:00,05/01/2022,5,1,2022,23,3,Weekday,18,28,42,16,Buena,GOOD,19-5
2022-01-06 00:00:00,06/01/2022,6,1,2022,0,4,Weekday,15,27,42,17,Buena,GOOD,19-5
2022-01-06 01:00:00,06/01/2022,6,1,2022,1,4,Weekday,12,26,40,22,Razonablemente buena,GOOD,19-5
2022-01-06 02:00:00,06/01/2022,6,1,2022,2,4,Weekday,14,21,34,24,Razonablemente buena,GOOD,19-5
2022-01-06 03:00:00,06/01/2022,6,1,2022,3,4,Weekday,43,12,21,18,Buena,GOOD,19-5
2022-01-06 04:00:00,06/01/2022,6,1,2022,4,4,Weekday,46,10,17,19,Buena,GOOD,19-5
2022-01-06 05:00:00,06/01/2022,6,1,2022,5,4,Weekday,33,12,20,16,Buena,GOOD,19-5
2022-01-06 06:00:00,06/01/2022,6,1,2022,6,4,Weekday,23,12,20,15,Buena,GOOD,6-18
2022-01-06 07:00:00,06/01/2022,6,1,2022,7,4,Weekday,22,13,21,15,Buena,GOOD,6-18
2022-01-06 08:00:00,06/01/2022,6,1,2022,8,4,Weekday,10,16,27,16,Buena,GOOD,6-18
2022-01-06 09:00:00,06/01/2022,6,1,2022,9,4,Weekday,7,20,34,16,Buena,GOOD,6-18
2022-01-06 10:00:00,06/01/2022,6,1,2022,10,4,Weekday,9,22,44,17,Buena,GOOD,6-18
2022-01-06 11:00:00,06/01/2022,6,1,2022,11,4,Weekday,48,11,23,15,Buena,GOOD,6-18
2022-01-06 12:00:00,06/01/2022,6,1,2022,12,4,Weekday,59,10,19,14,Buena,GOOD,6-18
2022-01-06 13:00:00,06/01/2022,6,1,2022,13,4,Weekday,62,11,21,14,Buena,GOOD,6-18
2022-01-06 14:00:00,06/01/2022,6,1,2022,14,4,Weekday,64,11,22,14,Buena,GOOD,6-18
2022-01-06 15:00:00,06/01/2022,6,1,2022,15,4,Weekday,67,12,22,14,Buena,GOOD,6-18
2022-01-06 16:00:00,06/01/2022,6,1,2022,16,4,Weekday,75,9,18,14,Buena,GOOD,6-18
2022-01-06 17:00:00,06/01/2022,6,1,2022,17,4,Weekday,75,10,18,14,Buena,GOOD,6-18
2022-01-06 18:00:00,06/01/2022,6,1,2022,18,4,Weekday,80,10,18,13,Buena,GOOD,6-18
2022-01-06 19:00:00,06/01/2022,6,1,2022,19,4,Weekday,74,11,17,6,Buena,GOOD,19-5
2022-01-06 20:00:00,06/01/2022,6,1,2022,20,4,Weekday,69,11,18,6,Buena,GOOD,19-5
2022-01-06 21:00:00,06/01/2022,6,1,2022,21,4,Weekday,25,30,50,9,Buena,GOOD,19-5
2022-01-06 22:00:00,06/01/2022,6,1,2022,22,4,Weekday,9,35,65,14,Buena,GOOD,19-5
2022-01-06 23:00:00,06/01/2022,6,1,2022,23,4,Weekday,3,37,73,19,Buena,GOOD,19-5
2022-01-07 00:00:00,07/01/2022,7,1,2022,0,5,Weekday,9,23,39,26,Razonablemente buena,GOOD,19-5
2022-01-07 01:00:00,07/01/2022,7,1,2022,1,5,Weekday,8,21,34,28,Razonablemente buena,GOOD,19-5
2022-01-07 02:00:00,07/01/2022,7,1,2022,2,5,Weekday,13,17,28,27,Razonablemente buena,GOOD,19-5
2022-01-07 03:00:00,07/01/2022,7,1,2022,3,5,Weekday,19,13,21,24,Razonablemente buena,GOOD,19-5
2022-01-07 04:00:00,07/01/2022,7,1,2022,4,5,Weekday,24,11,18,21,Razonablemente buena,GOOD,19-5
2022-01-07 05:00:00,07/01/2022,7,1,2022,5,5,Weekday,21,11,18,19,Buena,GOOD,19-5
2022-01-07 06:00:00,07/01/2022,7,1,2022,6,5,Weekday,18,13,22,17,Buena,GOOD,6-18
2022-01-07 07:00:00,07/01/2022,7,1,2022,7,5,Weekday,10,15,29,18,Buena,GOOD,6-18
2022-01-07 08:00:00,07/01/2022,7,1,2022,8,5,Weekday,3,22,54,21,Razonablemente buena,GOOD,6-18
2022-01-07 09:00:00,07/01/2022,7,1,2022,9,5,Weekday,2,28,83,21,Razonablemente buena,GOOD,6-18
2022-01-07 10:00:00,07/01/2022,7,1,2022,10,5,Weekday,4,27,73,22,Razonablemente buena,GOOD,6-18
2022-01-07 11:00:00,07/01/2022,7,1,2022,11,5,Weekday,17,24,53,20,Buena,GOOD,6-18
2022-01-07 12:00:00,07/01/2022,7,1,2022,12,5,Weekday,50,14,26,17,Buena,GOOD,6-18
2022-01-07 13:00:00,07/01/2022,7,1,2022,13,5,Weekday,57,14,27,17,Buena,GOOD,6-18
2022-01-07 14:00:00,07/01/2022,7,1,2022,14,5,Weekday,59,15,28,17,Buena,GOOD,6-18
2022-01-07 15:00:00,07/01/2022,7,1,2022,15,5,Weekday,63,13,25,18,Buena,GOOD,6-18
2022-01-07 16:00:00,07/01/2022,7,1,2022,16,5,Weekday,61,15,28,18,Buena,GOOD,6-18
2022-01-07 17:00:00,07/01/2022,7,1,2022,17,5,Weekday,57,16,29,17,Buena,GOOD,6-18
2022-01-07 18:00:00,07/01/2022,7,1,2022,18,5,Weekday,31,28,45,16,Buena,GOOD,6-18
2022-01-07 19:00:00,07/01/2022,7,1,2022,19,5,Weekday,25,26,43,11,Buena,GOOD,19-5
2022-01-07 20:00:00,07/01/2022,7,1,2022,20,5,Weekday,33,21,31,13,Buena,GOOD,19-5
2022-01-07 21:00:00,07/01/2022,7,1,2022,21,5,Weekday,17,29,44,17,Buena,GOOD,19-5
2022-01-07 22:00:00,07/01/2022,7,1,2022,22,5,Weekday,2,33,59,26,Razonablemente buena,GOOD,19-5
2022-01-07 23:00:00,07/01/2022,7,1,2022,23,5,Weekday,7,39,119,49,Regular,GOOD,19-5
2022-01-08 00:00:00,08/01/2022,8,1,2022,0,6,Weekend,7,37,117,75,Desfavorable,BAD,19-5
2022-01-08 01:00:00,08/01/2022,8,1,2022,1,6,Weekend,9,26,60,52,Desfavorable,BAD,19-5
2022-01-08 02:00:00,08/01/2022,8,1,2022,2,6,Weekend,14,21,33,32,Razonablemente buena,GOOD,19-5
2022-01-08 03:00:00,08/01/2022,8,1,2022,3,6,Weekend,26,17,26,25,Razonablemente buena,GOOD,19-5
2022-01-08 04:00:00,08/01/2022,8,1,2022,4,6,Weekend,33,15,23,24,Razonablemente buena,GOOD,19-5
2022-01-08 05:00:00,08/01/2022,8,1,2022,5,6,Weekend,50,10,17,20,Buena,GOOD,19-5
2022-01-08 06:00:00,08/01/2022,8,1,2022,6,6,Weekend,56,11,18,16,Buena,GOOD,6-18
2022-01-08 07:00:00,08/01/2022,8,1,2022,7,6,Weekend,33,16,26,18,Buena,GOOD,6-18
2022-01-08 08:00:00,08/01/2022,8,1,2022,8,6,Weekend,22,22,37,19,Buena,GOOD,6-18
2022-01-08 09:00:00,08/01/2022,8,1,2022,9,6,Weekend,33,20,32,19,Buena,GOOD,6-18
2022-01-08 10:00:00,08/01/2022,8,1,2022,10,6,Weekend,23,24,42,20,Buena,GOOD,6-18
2022-01-08 11:00:00,08/01/2022,8,1,2022,11,6,Weekend,45,17,32,20,Buena,GOOD,6-18
2022-01-08 12:00:00,08/01/2022,8,1,2022,12,6,Weekend,67,12,22,19,Buena,GOOD,6-18
2022-01-08 13:00:00,08/01/2022,8,1,2022,13,6,Weekend,70,13,23,19,Buena,GOOD,6-18
2022-01-08 14:00:00,08/01/2022,8,1,2022,14,6,Weekend,73,11,22,19,Buena,GOOD,6-18
2022-01-08 15:00:00,08/01/2022,8,1,2022,15,6,Weekend,67,14,25,19,Buena,GOOD,6-18
2022-01-08 16:00:00,08/01/2022,8,1,2022,16,6,Weekend,74,12,22,19,Buena,GOOD,6-18
2022-01-08 17:00:00,08/01/2022,8,1,2022,17,6,Weekend,63,15,24,19,Buena,GOOD,6-18
2022-01-08 18:00:00,08/01/2022,8,1,2022,18,6,Weekend,37,25,39,20,Buena,GOOD,6-18
2022-01-08 19:00:00,08/01/2022,8,1,2022,19,6,Weekend,6,39,80,26,Razonablemente buena,GOOD,19-5
2022-01-08 20:00:00,08/01/2022,8,1,2022,20,6,Weekend,8,33,57,32,Razonablemente buena,GOOD,19-5
2022-01-08 21:00:00,08/01/2022,8,1,2022,21,6,Weekend,9,30,52,36,Razonablemente buena,GOOD,19-5
2022-01-08 22:00:00,08/01/2022,8,1,2022,22,6,Weekend,4,30,58,46,Regular,GOOD,19-5
2022-01-08 23:00:00,08/01/2022,8,1,2022,23,6,Weekend,4,30,57,57,Desfavorable,BAD,19-5
2022-01-09 00:00:00,09/01/2022,9,1,2022,0,7,Weekend,5,25,46,53,Desfavorable,BAD,19-5
2022-01-09 01:00:00,09/01/2022,9,1,2022,1,7,Weekend,4,22,40,48,Regular,GOOD,19-5
2022-01-09 02:00:00,09/01/2022,9,1,2022,2,7,Weekend,6,19,33,40,Razonablemente buena,GOOD,19-5
2022-01-09 03:00:00,09/01/2022,9,1,2022,3,7,Weekend,6,18,32,37,Razonablemente buena,GOOD,19-5
2022-01-09 04:00:00,09/01/2022,9,1,2022,4,7,Weekend,13,14,23,32,Razonablemente buena,GOOD,19-5
2022-01-09 05:00:00,09/01/2022,9,1,2022,5,7,Weekend,29,12,20,26,Razonablemente buena,GOOD,19-5
2022-01-09 06:00:00,09/01/2022,9,1,2022,6,7,Weekend,43,11,18,19,Buena,GOOD,6-18
2022-01-09 07:00:00,09/01/2022,9,1,2022,7,7,Weekend,46,10,17,19,Buena,GOOD,6-18
2022-01-09 08:00:00,09/01/2022,9,1,2022,8,7,Weekend,34,14,23,19,Buena,GOOD,6-18
2022-01-09 09:00:00,09/01/2022,9,1,2022,9,7,Weekend,49,14,22,20,Buena,GOOD,6-18
2022-01-09 10:00:00,09/01/2022,9,1,2022,10,7,Weekend,53,15,24,20,Buena,GOOD,6-18
2022-01-09 11:00:00,09/01/2022,9,1,2022,11,7,Weekend,57,14,24,20,Buena,GOOD,6-18
2022-01-09 12:00:00,09/01/2022,9,1,2022,12,7,Weekend,56,15,25,21,Razonablemente buena,GOOD,6-18
2022-01-09 13:00:00,09/01/2022,9,1,2022,13,7,Weekend,51,18,31,23,Razonablemente buena,GOOD,6-18
2022-01-09 14:00:00,09/01/2022,9,1,2022,14,7,Weekend,42,21,36,25,Razonablemente buena,GOOD,6-18
2022-01-09 15:00:00,09/01/2022,9,1,2022,15,7,Weekend,58,18,32,23,Razonablemente buena,GOOD,6-18
2022-01-09 16:00:00,09/01/2022,9,1,2022,16,7,Weekend,70,12,21,20,Buena,GOOD,6-18
2022-01-09 17:00:00,09/01/2022,9,1,2022,17,7,Weekend,66,14,24,20,Buena,GOOD,6-18
2022-01-09 18:00:00,09/01/2022,9,1,2022,18,7,Weekend,65,16,25,18,Buena,GOOD,6-18
2022-01-09 19:00:00,09/01/2022,9,1,2022,19,7,Weekend,63,17,26,15,Buena,GOOD,19-5
2022-01-09 20:00:00,09/01/2022,9,1,2022,20,7,Weekend,53,17,26,16,Buena,GOOD,19-5
2022-01-09 21:00:00,09/01/2022,9,1,2022,21,7,Weekend,43,22,33,18,Buena,GOOD,19-5
2022-01-09 22:00:00,09/01/2022,9,1,2022,22,7,Weekend,52,15,24,17,Buena,GOOD,19-5
2022-01-09 23:00:00,09/01/2022,9,1,2022,23,7,Weekend,48,16,25,16,Buena,GOOD,19-5
2022-01-10 00:00:00,10/01/2022,10,1,2022,0,1,Weekday,66,9,16,14,Buena,GOOD,19-5
2022-01-10 01:00:00,10/01/2022,10,1,2022,1,1,Weekday,60,10,17,14,Buena,GOOD,19-5
2022-01-10 02:00:00,10/01/2022,10,1,2022,2,1,Weekday,67,8,15,14,Buena,GOOD,19-5
2022-01-10 03:00:00,10/01/2022,10,1,2022,3,1,Weekday,71,6,13,14,Buena,GOOD,19-5
2022-01-10 04:00:00,10/01/2022,10,1,2022,4,1,Weekday,67,6,12,12,Buena,GOOD,19-5
2022-01-10 05:00:00,10/01/2022,10,1,2022,5,1,Weekday,70,6,12,11,Buena,GOOD,19-5
2022-01-10 06:00:00,10/01/2022,10,1,2022,6,1,Weekday,56,8,15,9,Buena,GOOD,6-18
2022-01-10 07:00:00,10/01/2022,10,1,2022,7,1,Weekday,35,17,27,11,Buena,GOOD,6-18
2022-01-10 08:00:00,10/01/2022,10,1,2022,8,1,Weekday,19,25,40,11,Buena,GOOD,6-18
2022-01-10 09:00:00,10/01/2022,10,1,2022,9,1,Weekday,15,27,53,12,Buena,GOOD,6-18
2022-01-10 10:00:00,10/01/2022,10,1,2022,10,1,Weekday,17,24,44,12,Buena,GOOD,6-18
2022-01-10 11:00:00,10/01/2022,10,1,2022,11,1,Weekday,47,13,26,11,Buena,GOOD,6-18
2022-01-10 12:00:00,10/01/2022,10,1,2022,12,1,Weekday,50,13,25,11,Buena,GOOD,6-18
2022-01-10 13:00:00,10/01/2022,10,1,2022,13,1,Weekday,60,11,21,12,Buena,GOOD,6-18
2022-01-10 14:00:00,10/01/2022,10,1,2022,14,1,Weekday,59,10,19,13,Buena,GOOD,6-18
2022-01-10 15:00:00,10/01/2022,10,1,2022,15,1,Weekday,60,10,20,12,Buena,GOOD,6-18
2022-01-10 16:00:00,10/01/2022,10,1,2022,16,1,Weekday,55,12,24,12,Buena,GOOD,6-18
2022-01-10 17:00:00,10/01/2022,10,1,2022,17,1,Weekday,50,13,25,11,Buena,GOOD,6-18
