DATE,DAY,MONTH,YEAR,HOUR,WEEKDAY,WEEKEND,O3,NO2,NOX,PM10,PM10_Q,PM25,PM25_Q,QUALITY
28/11/2020,28,11,2020,0,6,Weekend,36,31,50,16,Buena,12,Razonablemente buena,GOOD
29/11/2020,29,11,2020,0,7,Weekend,38,27,46,17,Buena,14,Razonablemente buena,GOOD
30/11/2020,30,11,2020,0,1,Weekday,31,40,89,32,Razonablemente buena,19,Razonablemente buena,GOOD
01/12/2020,1,12,2020,0,2,Weekday,30,47,99,35,Razonablemente buena,20,Razonablemente buena,GOOD
02/12/2020,2,12,2020,0,3,Weekday,32,41,72,18,Buena,12,Razonablemente buena,GOOD
03/12/2020,3,12,2020,0,4,Weekday,31,51,116,25,Razonablemente buena,22,Regular,GOOD
04/12/2020,4,12,2020,0,5,Weekday,34,42,76,30,Razonablemente buena,16,Razonablemente buena,GOOD
05/12/2020,5,12,2020,0,6,Weekend,41,32,54,16,Buena,11,Razonablemente buena,GOOD
06/12/2020,6,12,2020,0,7,Weekend,46,19,31,15,Buena,9,Buena,GOOD
07/12/2020,7,12,2020,0,1,Weekday,42,29,49,11,Buena,9,Buena,GOOD
08/12/2020,8,12,2020,0,2,Weekday,53,16,27,29,Razonablemente buena,6,Buena,GOOD
09/12/2020,9,12,2020,0,3,Weekday,40,39,72,27,Razonablemente buena,13,Razonablemente buena,GOOD
10/12/2020,10,12,2020,0,4,Weekday,29,51,118,26,Razonablemente buena,19,Razonablemente buena,GOOD
11/12/2020,11,12,2020,0,5,Weekday,27,47,116,25,Razonablemente buena,16,Razonablemente buena,GOOD
12/12/2020,12,12,2020,0,6,Weekend,45,29,48,12,Buena,9,Buena,GOOD
13/12/2020,13,12,2020,0,7,Weekend,34,39,70,25,Razonablemente buena,22,Regular,GOOD
14/12/2020,14,12,2020,0,1,Weekday,25,48,120,37,Razonablemente buena,31,Desfavorable,GOOD
15/12/2020,15,12,2020,0,2,Weekday,,45,109,35,Razonablemente buena,27,Desfavorable,GOOD
16/12/2020,16,12,2020,0,3,Weekday,27,47,119,,,28,Desfavorable,
17/12/2020,17,12,2020,0,4,Weekday,26,50,137,,,36,Desfavorable,
18/12/2020,18,12,2020,0,5,Weekday,26,47,121,,,29,Desfavorable,
19/12/2020,19,12,2020,0,6,Weekend,28,39,83,,,35,Desfavorable,
20/12/2020,20,12,2020,0,7,Weekend,29,33,63,,,26,Desfavorable,
21/12/2020,21,12,2020,0,1,Weekday,28,43,97,,,18,Razonablemente buena,
22/12/2020,22,12,2020,0,2,Weekday,27,43,108,44,Regular,28,Desfavorable,GOOD
23/12/2020,23,12,2020,0,3,Weekday,27,40,89,44,Regular,24,Regular,GOOD
24/12/2020,24,12,2020,0,4,Weekday,32,35,66,38,Razonablemente buena,26,Desfavorable,GOOD
25/12/2020,25,12,2020,0,5,Weekday,37,22,33,35,Razonablemente buena,22,Regular,GOOD
26/12/2020,26,12,2020,0,6,Weekend,41,29,50,30,Razonablemente buena,16,Razonablemente buena,GOOD
27/12/2020,27,12,2020,0,7,Weekend,33,37,67,35,Razonablemente buena,24,Regular,GOOD
28/12/2020,28,12,2020,0,1,Weekday,40,36,60,29,Razonablemente buena,18,Razonablemente buena,GOOD
29/12/2020,29,12,2020,0,2,Weekday,41,30,52,16,Buena,10,Buena,GOOD
30/12/2020,30,12,2020,0,3,Weekday,39,36,67,14,Buena,11,Razonablemente buena,GOOD
31/12/2020,31,12,2020,0,4,Weekday,34,42,78,43,Regular,34,Desfavorable,GOOD
